Location,Crop Type,Season,Rainfall (mm),Temperature (°C),Soil pH,Nitrogen (kg/ha),Phosphorus (kg/ha),Potassium (kg/ha),Yield (tonnes/ha)
Tamil Nadu,Sugarcane,Whole Year ,1358.53,27.49,5.82,84.8,47.68,55.6,104.66
Andhra Pradesh,Maize,Kharif     ,1192.26,27.95,5.65,73.74,43.42,52.39,3.803636364
Andhra Pradesh,Maize,Rabi       ,1192.26,27.95,7.03,80.42,49.14,53.3,6.032272727
Andhra Pradesh,Potato,Whole Year ,1192.26,27.95,6.98,69.75,44.18,60.58,8.895
Andhra Pradesh,Rice,Kharif     ,1192.26,27.95,5.94,83.38,47.52,60.68,2.549090909
Andhra Pradesh,Rice,Rabi       ,1192.26,27.95,6.93,86.26,52.91,53.59,3.132272727
Andhra Pradesh,Sugarcane,Whole Year ,1192.26,27.95,5.92,78.29,44.09,61.53,83.59
Andhra Pradesh,Wheat,Rabi       ,1192.26,27.95,6.53,79.2,45.28,58.66,0.774
Assam,Maize,Kharif     ,2104.81,22.79,5.66,87.62,48.19,48.53,0.635925926
Assam,Potato,Whole Year ,2104.81,22.79,6.38,80.7,42.33,61.01,5.326296296
Assam,Rice,Autumn     ,2104.81,22.79,6.26,86.31,50.65,54.0,1.132222222
Assam,Rice,Summer     ,2104.81,22.79,5.77,83.47,51.41,61.14,1.637692308
Assam,Rice,Winter     ,2104.81,22.79,5.58,75.71,41.97,49.45,1.502592593
Assam,Sugarcane,Whole Year ,2104.81,22.79,6.66,72.21,40.68,48.39,37.99444444
Assam,Wheat,Rabi       ,2104.81,22.79,6.35,86.27,46.54,49.28,1.084230769
Karnataka,Maize,Kharif     ,1335.41,23.3,7.39,88.15,45.4,52.39,3.1212
Karnataka,Maize,Rabi       ,1335.41,23.3,7.34,76.71,52.81,52.33,3.341304348
Karnataka,Maize,Summer     ,1335.41,23.3,5.92,86.24,50.85,54.41,3.096666667
Karnataka,Potato,Kharif     ,1335.41,23.3,6.54,75.48,47.38,61.29,3.381333333
Karnataka,Potato,Rabi       ,1335.41,23.3,6.16,80.89,41.34,61.06,17.84
Karnataka,Potato,Summer     ,1335.41,23.3,6.71,80.0,41.95,54.42,15.45
Karnataka,Rice,Kharif     ,1335.41,23.3,6.01,75.31,53.37,50.42,2.50962963
Karnataka,Rice,Rabi       ,1335.41,23.3,6.65,85.58,45.54,56.67,2.2675
Karnataka,Rice,Summer     ,1335.41,23.3,6.99,76.49,49.16,59.32,3.0144
Karnataka,Sugarcane,Whole Year ,1335.41,23.3,5.93,87.39,44.75,50.06,90.63772727
Karnataka,Wheat,Rabi       ,1335.41,23.3,7.21,67.67,54.42,56.46,0.880714286
Kerala,Rice,Autumn     ,2084.75,26.88,6.15,67.05,43.88,62.28,2.096923077
Kerala,Rice,Summer     ,2084.75,26.88,7.14,68.38,52.72,56.18,2.345714286
Kerala,Rice,Winter     ,2084.75,26.88,6.16,73.89,47.97,52.03,2.189285714
Kerala,Sugarcane,Whole Year ,2084.75,26.88,6.64,88.93,42.34,51.11,66.14538462
Meghalaya,Maize,Kharif     ,2764.31,17.85,5.82,80.25,52.73,47.4,1.481428571
Meghalaya,Potato,Whole Year ,2764.31,17.85,6.9,68.86,41.22,53.24,7.768571429
Meghalaya,Rice,Autumn     ,2764.31,17.85,6.61,87.45,41.18,62.19,1.597142857
Meghalaya,Rice,Summer     ,2764.31,17.85,7.26,76.01,53.7,49.85,2.245
Meghalaya,Rice,Winter     ,2764.31,17.85,6.5,80.68,43.27,56.88,1.971428571
Meghalaya,Sugarcane,Whole Year ,2764.31,17.85,5.83,71.06,52.88,49.98,2.342
Meghalaya,Wheat,Rabi       ,2764.31,17.85,6.68,69.43,43.31,47.49,1.306666667
Tamil Nadu,Maize,Kharif     ,1894.66,27.9,7.41,84.35,50.53,48.71,0.0
Tamil Nadu,Potato,Whole Year ,1894.66,27.9,6.86,78.05,43.62,58.49,15.32
Tamil Nadu,Rice,Kharif     ,1894.66,27.9,5.83,83.02,54.47,59.38,2.895517241
Tamil Nadu,Sugarcane,Whole Year ,1894.66,27.9,7.35,72.85,52.95,50.54,102.4842857
West Bengal,Maize,Kharif     ,1437.97,25.96,6.38,89.41,52.79,52.94,2.601764706
West Bengal,Potato,Whole Year ,1437.97,25.96,6.86,85.44,43.44,53.3,19.345
West Bengal,Rice,Autumn     ,1437.97,25.96,5.94,72.42,49.88,47.87,2.116111111
West Bengal,Rice,Summer     ,1437.97,25.96,6.42,73.16,47.35,52.27,2.767222222
West Bengal,Rice,Winter     ,1437.97,25.96,5.67,68.13,44.75,57.11,2.317222222
West Bengal,Sugarcane,Whole Year ,1437.97,25.96,6.01,88.41,47.27,53.22,80.03066667
West Bengal,Wheat,Rabi       ,1437.97,25.96,5.53,88.71,54.78,50.53,1.953333333
Puducherry,Rice,Kharif     ,1082.72,27.89,6.43,76.03,41.34,57.35,2.64
Puducherry,Rice,Rabi       ,1082.72,27.89,6.32,80.74,46.03,47.73,4.05
Puducherry,Rice,Summer     ,1082.72,27.89,7.09,82.49,47.68,62.83,3.05
Puducherry,Sugarcane,Kharif     ,1082.72,27.89,7.15,84.45,42.65,58.01,112.3
Meghalaya,Maize,Kharif     ,2184.76,18.05,5.9,71.66,43.66,58.42,1.541428571
Meghalaya,Potato,Rabi       ,2184.76,18.05,5.75,84.68,42.62,60.21,8.212857143
Meghalaya,Rice,Autumn     ,2184.76,18.05,6.22,74.59,46.18,48.67,1.641428571
Meghalaya,Rice,Rabi       ,2184.76,18.05,7.14,80.46,48.38,49.43,2.077142857
Meghalaya,Rice,Winter     ,2184.76,18.05,6.18,83.75,52.73,52.02,1.852857143
Meghalaya,Sugarcane,Whole Year ,2184.76,18.05,5.56,67.91,45.68,61.6,2.348
Meghalaya,Wheat,Rabi       ,2184.76,18.05,6.5,73.86,41.94,63.06,1.32
Andhra Pradesh,Maize,Kharif     ,1343.62,27.65,7.09,86.18,53.53,54.03,2.942727273
Andhra Pradesh,Maize,Rabi       ,1343.62,27.65,6.99,80.32,42.13,50.73,6.363181818
Andhra Pradesh,Potato,Whole Year ,1343.62,27.65,6.04,74.45,50.2,58.67,12.436
Andhra Pradesh,Rice,Kharif     ,1343.62,27.65,6.83,74.86,53.01,59.17,2.689090909
Andhra Pradesh,Rice,Rabi       ,1343.62,27.65,6.88,82.83,43.41,63.18,3.036818182
Andhra Pradesh,Sugarcane,Whole Year ,1343.62,27.65,6.97,88.37,45.59,59.04,86.37380952
Andhra Pradesh,Wheat,Rabi       ,1343.62,27.65,6.38,79.85,50.47,53.39,0.68
Assam,Maize,Kharif     ,1531.41,22.91,5.56,89.57,41.66,55.83,0.6252
Assam,Potato,Whole Year ,1531.41,22.91,5.96,81.83,52.61,51.06,6.657407407
Assam,Rice,Autumn     ,1531.41,22.91,6.79,72.17,53.59,50.88,1.028148148
Assam,Rice,Summer     ,1531.41,22.91,6.62,82.4,46.27,62.33,1.837037037
Assam,Rice,Winter     ,1531.41,22.91,6.53,77.39,52.04,62.98,1.269259259
Assam,Sugarcane,Whole Year ,1531.41,22.91,7.49,70.76,49.38,52.36,39.10666667
Assam,Wheat,Rabi       ,1531.41,22.91,6.67,72.37,45.48,61.31,1.134444444
Karnataka,Maize,Kharif     ,664.25,23.26,6.94,88.21,54.05,56.5,2.7448
Karnataka,Maize,Rabi       ,664.25,23.26,5.78,67.94,47.47,62.37,2.7208
Karnataka,Maize,Summer     ,664.25,23.26,7.12,80.39,51.0,47.1,3.203333333
Karnataka,Potato,Whole Year ,664.25,23.26,7.43,74.86,52.47,49.47,12.976875
Karnataka,Rice,Kharif     ,664.25,23.26,5.83,77.39,51.68,47.88,2.428148148
Karnataka,Rice,Rabi       ,664.25,23.26,7.22,75.6,41.96,52.95,2.335333333
Karnataka,Rice,Summer     ,664.25,23.26,6.51,83.42,48.48,56.35,2.6825
Karnataka,Sugarcane,Whole Year ,664.25,23.26,5.83,87.72,44.2,60.41,90.2876
Karnataka,Wheat,Rabi       ,664.25,23.26,5.91,89.68,45.56,62.09,0.810714286
Kerala,Rice,Autumn     ,2279.1,26.48,5.92,78.05,44.45,62.86,2.270769231
Kerala,Rice,Summer     ,2279.1,26.48,6.93,71.36,50.16,59.81,2.497857143
Kerala,Rice,Winter     ,2279.1,26.48,6.44,79.7,42.56,58.29,2.286428571
Kerala,Sugarcane,Whole Year ,2279.1,26.48,6.13,86.14,46.07,58.93,33.668
Tamil Nadu,Maize,Whole Year ,1236.69,27.82,6.87,69.74,52.02,53.24,4.483076923
Tamil Nadu,Potato,Whole Year ,1236.69,27.82,6.81,86.43,52.0,55.03,15.11333333
Tamil Nadu,Rice,Kharif     ,1236.69,27.82,6.5,80.35,43.37,56.62,3.584827586
Tamil Nadu,Sugarcane,Whole Year ,1236.69,27.82,7.37,88.46,48.05,50.45,118.1746429
West Bengal,Maize,Kharif     ,1535.61,25.91,6.03,74.81,51.39,48.62,2.723125
West Bengal,Potato,Whole Year ,1535.61,25.91,7.44,75.87,43.86,59.87,13.35111111
West Bengal,Rice,Autumn     ,1535.61,25.91,7.25,83.99,53.15,60.82,2.001111111
West Bengal,Rice,Summer     ,1535.61,25.91,5.92,80.04,45.55,63.07,3.028888889
West Bengal,Rice,Winter     ,1535.61,25.91,7.1,72.92,45.33,55.86,2.291666667
West Bengal,Sugarcane,Whole Year ,1535.61,25.91,7.23,83.13,46.1,50.41,79.200625
West Bengal,Wheat,Rabi       ,1535.61,25.91,6.0,67.09,44.47,63.0,2.168888889
Puducherry,Rice,Kharif     ,1151.09,27.8,6.96,68.37,42.7,48.3,2.986666667
Puducherry,Rice,Rabi       ,1151.09,27.8,6.92,75.98,46.78,48.65,3.02
Puducherry,Rice,Summer     ,1151.09,27.8,5.98,85.2,44.82,56.97,2.21
Puducherry,Sugarcane,Kharif     ,1151.09,27.8,6.13,70.27,42.22,59.7,86.75
Assam,Maize,Kharif     ,1932.73,22.52,6.83,76.42,48.39,47.05,0.60962963
Assam,Potato,Whole Year ,1932.73,22.52,5.69,74.83,43.43,62.24,6.564444444
Assam,Rice,Autumn     ,1932.73,22.52,6.96,65.41,47.22,58.83,1.082592593
Assam,Rice,Summer     ,1932.73,22.52,5.78,81.39,42.26,55.28,2.085925926
Assam,Rice,Winter     ,1932.73,22.52,6.13,66.31,46.67,51.56,1.36962963
Assam,Sugarcane,Whole Year ,1932.73,22.52,5.6,82.63,47.52,55.59,36.67259259
Assam,Wheat,Rabi       ,1932.73,22.52,7.05,85.13,52.8,60.27,1.225185185
Karnataka,Maize,Kharif     ,1096.34,23.25,7.33,85.47,43.96,57.27,3.112962963
Karnataka,Maize,Rabi       ,1096.34,23.25,6.18,80.62,44.34,47.28,3.109230769
Karnataka,Maize,Summer     ,1096.34,23.25,5.96,89.95,52.18,58.84,3.179259259
Karnataka,Potato,Kharif     ,1096.34,23.25,5.76,68.87,48.47,62.14,5.07
Karnataka,Potato,Rabi       ,1096.34,23.25,7.33,78.59,50.85,51.29,12.32909091
Karnataka,Potato,Summer     ,1096.34,23.25,7.2,82.23,51.66,48.77,15.924
Karnataka,Rice,Kharif     ,1096.34,23.25,6.5,73.03,48.36,56.81,2.567586207
Karnataka,Rice,Rabi       ,1096.34,23.25,7.38,64.75,50.0,62.76,2.255333333
Karnataka,Rice,Summer     ,1096.34,23.25,5.62,76.06,52.09,63.48,2.846923077
Karnataka,Sugarcane,Whole Year ,1096.34,23.25,7.44,85.16,45.08,59.03,83.41653846
Karnataka,Wheat,Rabi       ,1096.34,23.25,6.91,72.99,50.39,49.27,1.018
Kerala,Rice,Autumn     ,2054.41,26.63,5.81,75.92,43.18,57.92,2.07
Kerala,Rice,Summer     ,2054.41,26.63,5.91,79.72,44.64,49.04,2.335714286
Kerala,Rice,Winter     ,2054.41,26.63,6.43,78.79,52.03,55.32,2.252857143
Kerala,Sugarcane,Whole Year ,2054.41,26.63,7.4,72.46,42.48,61.42,37.17272727
Tamil Nadu,Maize,Whole Year ,1255.81,27.63,7.48,81.81,52.77,49.03,4.077307692
Tamil Nadu,Potato,Whole Year ,1255.81,27.63,6.17,85.96,47.45,62.53,17.018
Tamil Nadu,Rice,Kharif     ,1255.81,27.63,5.55,79.05,42.81,52.62,3.213793103
Tamil Nadu,Sugarcane,Whole Year ,1255.81,27.63,6.08,69.67,50.58,55.21,104.9803571
West Bengal,Maize,Kharif     ,1961.06,25.47,6.61,72.13,43.09,62.91,1.775454545
West Bengal,Maize,Rabi       ,1961.06,25.47,6.42,68.97,49.73,49.61,3.295
West Bengal,Maize,Summer     ,1961.06,25.47,5.68,82.56,53.72,50.72,2.845294118
West Bengal,Potato,Whole Year ,1961.06,25.47,6.85,79.07,44.13,61.47,22.28666667
West Bengal,Rice,Autumn     ,1961.06,25.47,7.0,77.28,46.19,58.17,1.956111111
West Bengal,Rice,Summer     ,1961.06,25.47,5.83,81.65,51.68,51.86,3.048888889
West Bengal,Rice,Winter     ,1961.06,25.47,6.49,74.52,42.93,60.9,2.261666667
West Bengal,Sugarcane,Whole Year ,1961.06,25.47,6.07,76.36,42.22,51.69,103.3246667
West Bengal,Wheat,Rabi       ,1961.06,25.47,6.77,90.12,41.63,60.52,2.452222222
Puducherry,Rice,Kharif     ,1376.2,27.74,7.45,77.1,43.39,61.21,3.0
Puducherry,Rice,Rabi       ,1376.2,27.74,6.34,68.29,45.86,52.54,2.82
Puducherry,Rice,Summer     ,1376.2,27.74,6.44,71.48,41.79,56.71,2.125
Puducherry,Sugarcane,Kharif     ,1376.2,27.74,6.77,69.44,43.88,59.86,79.25
Andhra Pradesh,Maize,Kharif     ,1157.69,27.71,6.29,73.8,46.81,54.23,3.601818182
Andhra Pradesh,Maize,Rabi       ,1157.69,27.71,6.17,85.93,40.19,62.01,6.952727273
Andhra Pradesh,Potato,Whole Year ,1157.69,27.71,5.78,79.39,43.33,58.71,9.332
Andhra Pradesh,Rice,Kharif     ,1157.69,27.71,5.83,73.72,43.12,52.26,2.913636364
Andhra Pradesh,Rice,Rabi       ,1157.69,27.71,5.78,78.84,48.11,58.19,3.236818182
Andhra Pradesh,Sugarcane,Whole Year ,1157.69,27.71,6.39,80.26,51.23,56.72,81.6452381
Andhra Pradesh,Wheat,Rabi       ,1157.69,27.71,6.48,83.06,45.16,53.74,1.026666667
Assam,Maize,Kharif     ,1658.15,22.57,7.27,81.53,50.38,62.68,0.595555556
Assam,Potato,Whole Year ,1658.15,22.57,6.52,79.95,40.84,49.31,6.5
Assam,Rice,Autumn     ,1658.15,22.57,6.09,80.14,53.63,60.89,1.117777778
Assam,Rice,Summer     ,1658.15,22.57,5.95,81.82,53.57,57.33,1.951153846
Assam,Rice,Winter     ,1658.15,22.57,6.44,79.83,49.69,51.81,1.607407407
Assam,Sugarcane,Whole Year ,1658.15,22.57,7.37,70.67,53.34,51.16,37.27
Assam,Wheat,Rabi       ,1658.15,22.57,6.81,89.69,52.49,60.11,1.045769231
Karnataka,Maize,Kharif     ,1131.17,22.75,7.48,81.45,51.15,48.08,2.895555556
Karnataka,Maize,Rabi       ,1131.17,22.75,5.9,77.73,52.52,61.88,2.845
Karnataka,Maize,Summer     ,1131.17,22.75,6.09,88.56,53.27,47.78,3.073928571
Karnataka,Potato,Kharif     ,1131.17,22.75,7.08,75.55,41.23,56.11,2.449411765
Karnataka,Potato,Rabi       ,1131.17,22.75,6.43,78.05,44.27,49.57,15.515
Karnataka,Potato,Summer     ,1131.17,22.75,6.5,76.13,46.33,52.49,15.96333333
Karnataka,Rice,Kharif     ,1131.17,22.75,5.95,81.78,54.19,61.61,2.513448276
Karnataka,Rice,Rabi       ,1131.17,22.75,7.47,84.0,52.34,58.36,2.514166667
Karnataka,Rice,Summer     ,1131.17,22.75,7.29,68.33,46.48,48.13,2.786923077
Karnataka,Sugarcane,Whole Year ,1131.17,22.75,7.34,69.13,47.0,55.72,85.54
Karnataka,Wheat,Rabi       ,1131.17,22.75,6.33,77.91,49.22,59.9,1.012857143
Kerala,Rice,Autumn     ,1974.68,26.48,5.53,75.73,43.15,56.99,2.295384615
Kerala,Rice,Summer     ,1974.68,26.48,6.26,64.89,43.85,47.67,2.446428571
Kerala,Rice,Winter     ,1974.68,26.48,7.15,72.14,43.57,61.56,2.260714286
Kerala,Sugarcane,Whole Year ,1974.68,26.48,6.65,72.59,44.75,58.22,73.525
Meghalaya,Maize,Kharif     ,2128.07,17.72,7.12,76.64,43.15,46.82,1.545714286
Meghalaya,Potato,Whole Year ,2128.07,17.72,6.1,75.7,49.82,61.48,7.417142857
Meghalaya,Rice,Autumn     ,2128.07,17.72,5.93,83.79,46.52,47.23,1.53
Meghalaya,Rice,Summer     ,2128.07,17.72,6.54,83.53,47.77,56.36,2.154285714
Meghalaya,Rice,Winter     ,2128.07,17.72,5.6,80.29,50.01,62.05,1.802857143
Meghalaya,Sugarcane,Whole Year ,2128.07,17.72,7.32,78.55,49.6,53.3,2.316
Meghalaya,Wheat,Rabi       ,2128.07,17.72,5.59,80.81,52.45,55.96,1.245
Tamil Nadu,Maize,Whole Year ,1428.04,27.66,5.76,68.86,49.41,51.93,5.226296296
Tamil Nadu,Potato,Whole Year ,1428.04,27.66,5.92,86.48,51.01,56.75,19.39
Tamil Nadu,Rice,Kharif     ,1428.04,27.66,7.26,69.26,51.79,48.4,3.562580645
Tamil Nadu,Sugarcane,Whole Year ,1428.04,27.66,6.65,83.45,43.0,49.82,111.4553333
West Bengal,Maize,Autumn     ,1561.27,25.32,6.24,89.27,44.42,50.32,2.369090909
West Bengal,Maize,Rabi       ,1561.27,25.32,6.41,76.89,53.44,55.09,3.217272727
West Bengal,Maize,Summer     ,1561.27,25.32,6.08,79.18,49.29,60.34,2.743529412
West Bengal,Potato,Whole Year ,1561.27,25.32,5.88,66.37,53.3,61.0,13.99944444
West Bengal,Rice,Autumn     ,1561.27,25.32,7.27,81.07,44.63,57.55,2.04
West Bengal,Rice,Summer     ,1561.27,25.32,7.35,66.16,49.36,51.59,2.646666667
West Bengal,Rice,Winter     ,1561.27,25.32,6.81,64.82,41.6,54.02,2.393888889
West Bengal,Sugarcane,Whole Year ,1561.27,25.32,7.09,75.23,51.95,52.69,98.52
West Bengal,Wheat,Rabi       ,1561.27,25.32,5.65,71.01,43.08,47.48,2.172777778
Puducherry,Rice,Kharif     ,1110.91,28.23,7.0,67.23,43.85,62.61,2.893333333
Puducherry,Rice,Rabi       ,1110.91,28.23,6.84,68.6,53.78,63.69,2.903333333
Puducherry,Rice,Summer     ,1110.91,28.23,5.93,69.55,53.63,55.97,1.965
Puducherry,Sugarcane,Kharif     ,1110.91,28.23,6.56,76.12,51.2,49.37,97.28
Andhra Pradesh,Maize,Kharif     ,819.63,28.42,7.4,70.96,53.72,57.6,3.095
Andhra Pradesh,Maize,Rabi       ,819.63,28.42,6.2,78.42,40.41,48.19,6.097272727
Andhra Pradesh,Potato,Whole Year ,819.63,28.42,6.97,84.54,48.76,52.82,10.294
Andhra Pradesh,Rice,Kharif     ,819.63,28.42,6.56,68.32,47.68,54.73,2.790909091
Andhra Pradesh,Rice,Rabi       ,819.63,28.42,5.92,76.86,42.15,63.33,3.098636364
Andhra Pradesh,Sugarcane,Whole Year ,819.63,28.42,7.29,83.37,46.1,53.17,83.372
Andhra Pradesh,Wheat,Rabi       ,819.63,28.42,5.83,82.63,46.38,59.02,0.95
Assam,Maize,Kharif     ,1700.26,23.06,6.84,77.93,45.65,48.52,0.617407407
Assam,Potato,Whole Year ,1700.26,23.06,7.15,64.5,54.05,55.92,7.163703704
Assam,Rice,Autumn     ,1700.26,23.06,5.73,84.67,53.99,49.56,1.070740741
Assam,Rice,Summer     ,1700.26,23.06,6.27,65.52,44.01,60.39,1.903703704
Assam,Rice,Winter     ,1700.26,23.06,7.05,84.72,48.31,60.44,1.780740741
Assam,Sugarcane,Whole Year ,1700.26,23.06,7.01,87.37,44.69,55.83,38.25
Assam,Wheat,Rabi       ,1700.26,23.06,6.94,82.5,42.83,60.69,1.097037037
Karnataka,Maize,Kharif     ,858.32,23.5,6.03,84.5,52.7,60.1,2.418148148
Karnataka,Maize,Rabi       ,858.32,23.5,7.02,69.55,48.07,48.9,2.43962963
Karnataka,Maize,Summer     ,858.32,23.5,6.98,77.7,48.17,61.12,2.839642857
Karnataka,Potato,Kharif     ,858.32,23.5,6.44,76.27,46.66,58.35,6.492666667
Karnataka,Potato,Rabi       ,858.32,23.5,5.61,77.51,46.22,54.07,15.23416667
Karnataka,Potato,Summer     ,858.32,23.5,6.99,76.22,48.03,52.64,15.96166667
Karnataka,Rice,Kharif     ,858.32,23.5,7.26,79.35,48.41,47.9,2.397931034
Karnataka,Rice,Rabi       ,858.32,23.5,6.04,86.64,53.94,59.34,2.416666667
Karnataka,Rice,Summer     ,858.32,23.5,6.64,70.8,45.14,55.95,2.806923077
Karnataka,Sugarcane,Whole Year ,858.32,23.5,6.64,71.66,49.85,57.22,94.28791667
Karnataka,Wheat,Rabi       ,858.32,23.5,6.8,71.11,55.51,47.61,0.919285714
Kerala,Rice,Autumn     ,1558.44,26.9,7.37,79.27,43.72,49.55,2.303076923
Kerala,Rice,Summer     ,1558.44,26.9,6.5,66.51,46.73,56.19,2.385
Kerala,Rice,Winter     ,1558.44,26.9,6.22,73.51,48.17,63.61,2.286428571
Kerala,Sugarcane,Whole Year ,1558.44,26.9,6.41,71.65,42.16,50.32,50.8875
Meghalaya,Maize,Kharif     ,2328.88,18.01,7.19,89.43,44.69,56.25,1.574285714
Meghalaya,Potato,Whole Year ,2328.88,18.01,5.63,71.42,42.56,59.46,7.318571429
Meghalaya,Rice,Autumn     ,2328.88,18.01,6.88,75.85,51.4,54.81,1.542857143
Meghalaya,Rice,Summer     ,2328.88,18.01,6.99,83.29,51.48,59.24,2.171428571
Meghalaya,Rice,Winter     ,2328.88,18.01,6.51,66.55,53.1,50.26,1.802857143
Meghalaya,Sugarcane,Whole Year ,2328.88,18.01,6.16,80.07,45.84,48.83,2.46
Meghalaya,Wheat,Rabi       ,2328.88,18.01,7.3,71.73,53.82,59.3,1.25
Tamil Nadu,Maize,Whole Year ,1165.21,28.22,6.54,72.26,47.09,52.86,4.798888889
Tamil Nadu,Potato,Whole Year ,1165.21,28.22,7.09,76.66,53.96,60.92,19.2475
Tamil Nadu,Rice,Kharif     ,1165.21,28.22,6.3,74.59,50.89,63.29,3.539677419
Tamil Nadu,Sugarcane,Whole Year ,1165.21,28.22,6.86,84.31,40.16,54.36,100.2083333
Puducherry,Rice,Kharif     ,1434.44,28.07,5.94,72.53,44.56,58.59,2.673333333
Puducherry,Rice,Rabi       ,1434.44,28.07,5.85,83.28,47.29,48.92,3.446666667
Puducherry,Rice,Summer     ,1434.44,28.07,5.86,82.52,50.77,62.74,2.7
Puducherry,Sugarcane,Kharif     ,1434.44,28.07,7.17,70.93,48.95,57.83,115.19
Assam,Maize,Kharif     ,2262.61,22.89,5.65,77.45,51.15,48.05,0.61
Assam,Potato,Whole Year ,2262.61,22.89,6.83,76.94,43.47,51.01,7.705185185
Assam,Rice,Autumn     ,2262.61,22.89,6.78,83.2,50.21,48.88,1.272592593
Assam,Rice,Summer     ,2262.61,22.89,6.89,67.53,54.65,55.38,2.342222222
Assam,Rice,Winter     ,2262.61,22.89,6.07,75.73,52.23,54.56,1.958888889
Assam,Sugarcane,Whole Year ,2262.61,22.89,6.0,73.78,41.43,56.09,36.27592593
Assam,Wheat,Rabi       ,2262.61,22.89,7.29,76.61,47.95,50.75,1.196666667
Andhra Pradesh,Maize,Kharif     ,1557.24,27.91,5.57,87.0,52.24,61.64,3.821818182
Andhra Pradesh,Maize,Rabi       ,1557.24,27.91,5.95,72.02,43.27,55.89,7.073636364
Andhra Pradesh,Potato,Whole Year ,1557.24,27.91,6.43,84.85,53.73,60.52,10.99875
Andhra Pradesh,Rice,Kharif     ,1557.24,27.91,6.55,84.18,42.58,63.65,2.666818182
Andhra Pradesh,Rice,Rabi       ,1557.24,27.91,6.66,77.72,42.79,53.86,3.325909091
Andhra Pradesh,Sugarcane,Whole Year ,1557.24,27.91,6.46,69.35,51.77,51.92,81.58380952
Andhra Pradesh,Wheat,Rabi       ,1557.24,27.91,6.02,81.84,50.07,52.32,1.311818182
Karnataka,Maize,Kharif     ,969.11,23.76,7.01,86.03,51.27,47.1,3.354285714
Karnataka,Maize,Rabi       ,969.11,23.76,6.42,88.2,45.78,52.16,2.8475
Karnataka,Maize,Summer     ,969.11,23.76,5.62,86.73,50.86,59.44,3.294137931
Karnataka,Potato,Kharif     ,969.11,23.76,7.0,81.52,53.7,48.01,8.056875
Karnataka,Potato,Rabi       ,969.11,23.76,6.3,73.31,47.63,54.25,12.75454545
Karnataka,Potato,Summer     ,969.11,23.76,5.85,66.09,46.99,47.44,15.26142857
Karnataka,Rice,Kharif     ,969.11,23.76,6.39,87.38,43.32,53.73,2.654
Karnataka,Rice,Rabi       ,969.11,23.76,6.93,75.03,51.65,53.42,2.668333333
Karnataka,Rice,Summer     ,969.11,23.76,7.46,84.46,41.48,53.93,2.935714286
Karnataka,Sugarcane,Whole Year ,969.11,23.76,6.73,69.35,49.46,54.17,97.33137931
Karnataka,Wheat,Rabi       ,969.11,23.76,6.26,81.67,47.04,47.68,1.166470588
Kerala,Rice,Autumn     ,1937.17,26.9,6.09,65.81,43.02,60.61,2.236923077
Kerala,Rice,Summer     ,1937.17,26.9,5.76,67.96,51.51,52.69,2.48
Kerala,Rice,Winter     ,1937.17,26.9,7.01,77.87,47.92,60.04,2.202142857
Kerala,Sugarcane,Whole Year ,1937.17,26.9,6.65,74.19,53.26,51.19,41.51714286
Meghalaya,Maize,Kharif     ,3082.63,18.07,5.84,88.56,53.22,57.45,1.561428571
Meghalaya,Potato,Whole Year ,3082.63,18.07,7.31,84.15,50.15,54.87,7.374285714
Meghalaya,Rice,Autumn     ,3082.63,18.07,6.13,68.02,49.69,54.13,1.53
Meghalaya,Rice,Rabi       ,3082.63,18.07,6.11,86.21,43.34,50.95,2.077142857
Meghalaya,Rice,Winter     ,3082.63,18.07,5.64,67.0,51.0,49.64,1.828571429
Meghalaya,Sugarcane,Whole Year ,3082.63,18.07,6.13,70.37,52.15,48.69,2.35
Meghalaya,Wheat,Rabi       ,3082.63,18.07,6.3,71.29,54.02,63.3,1.2475
Puducherry,Rice,Kharif     ,1264.88,27.95,7.14,70.57,46.0,49.11,3.046666667
Puducherry,Rice,Rabi       ,1264.88,27.95,5.96,87.46,53.86,50.47,2.856666667
Puducherry,Rice,Summer     ,1264.88,27.95,6.51,68.42,47.41,63.03,2.49
Puducherry,Sugarcane,Kharif     ,1264.88,27.95,5.99,81.04,45.65,53.18,147.66
Assam,Maize,Kharif     ,1698.68,22.6,6.87,78.67,48.35,53.9,0.693333333
Assam,Potato,Whole Year ,1698.68,22.6,5.88,68.06,41.23,60.98,7.035925926
Assam,Rice,Autumn     ,1698.68,22.6,6.35,77.18,54.77,53.63,1.268518519
Assam,Rice,Summer     ,1698.68,22.6,6.17,65.2,48.75,52.57,2.489615385
Assam,Rice,Winter     ,1698.68,22.6,6.63,73.64,51.93,59.12,1.797037037
Assam,Sugarcane,Whole Year ,1698.68,22.6,6.98,66.34,43.87,52.11,37.69074074
Assam,Wheat,Rabi       ,1698.68,22.6,7.31,80.05,43.96,51.04,1.169615385
Andhra Pradesh,Maize,Kharif     ,730.18,27.96,6.04,87.74,52.44,59.36,3.427727273
Andhra Pradesh,Maize,Rabi       ,730.18,27.96,6.92,83.78,46.81,47.66,6.432272727
Andhra Pradesh,Potato,Whole Year ,730.18,27.96,6.76,76.78,43.24,51.14,10.52428571
Andhra Pradesh,Rice,Kharif     ,730.18,27.96,6.06,67.93,43.38,58.05,2.909090909
Andhra Pradesh,Rice,Rabi       ,730.18,27.96,5.99,65.93,48.33,59.92,3.031818182
